Address,Property Type,Sq. Ft.,Owner,Market Value,Assessed Value,Tax,Penalty,Interest,Total
1225 Michelle Ferry,RESIDENTIAL,129,1225 Michelle Ferry LAND TR Fee Owner,"$491,500 ","$64,785 ",$0 ,$0.00 ,$0.00 ,$0.00 
540 William Ridge Apt. 110,RESIDENTIAL,249,540 William Ridge Apt. 110 LAND TR Fee Owner,"$456,944 ","$75,256 ",$0 ,$0.00 ,$0.00 ,$0.00 
3780 Michael Pike,COMMERCIAL B,648,3780 Michael Pike LAND TR Fee Owner,"$924,351 ","$94,249 ",$0 ,$0.00 ,$0.00 ,$0.00 
9385 Moyer Haven,COMMERCIAL A,628,9385 Moyer Haven LAND TR Fee Owner,"$292,728 ","$77,109 ",$0 ,$0.00 ,$0.00 ,$0.00 
21288 Laura Ports,COMMERCIAL A,363,21288 Laura Ports LAND TR Fee Owner,"$406,026 ","$66,103 ",$0 ,$0.00 ,$0.00 ,$0.00 
72918 Cynthia Place Suite 944,RESIDENTIAL,193,72918 Cynthia Place Suite 944 LAND TR Fee Owner,"$933,690 ","$46,393 ",$0 ,$0.00 ,$0.00 ,$0.00 
683 Jones Spring Apt. 065,COMMERCIAL B,740,683 Jones Spring Apt. 065 LAND TR Fee Owner,"$379,805 ","$43,886 ",$0 ,$0.00 ,$0.00 ,$0.00 
6210 Rebecca Forks Apt. 305,COMMERCIAL A,968,6210 Rebecca Forks Apt. 305 LAND TR Fee Owner,"$946,399 ","$90,218 ",$0 ,$0.00 ,$0.00 ,$0.00 
820 Jessica Summit,COMMERCIAL B,696,820 Jessica Summit LAND TR Fee Owner,"$454,458 ","$41,144 ",$0 ,$0.00 ,$0.00 ,$0.00 
42356 Thomas Port,COMMERCIAL B,160,42356 Thomas Port LAND TR Fee Owner,"$977,077 ","$95,494 ",$0 ,$0.00 ,$0.00 ,$0.00 
26871 Rios Road,RESIDENTIAL,746,26871 Rios Road LAND TR Fee Owner,"$889,147 ","$87,113 ",$0 ,$0.00 ,$0.00 ,$0.00 
8330 Whitaker Islands Suite 682,RESIDENTIAL,870,8330 Whitaker Islands Suite 682 LAND TR Fee Owner,"$129,571 ","$69,925 ",$0 ,$0.00 ,$0.00 ,$0.00 
43267 Casey Vista,RESIDENTIAL,865,43267 Casey Vista LAND TR Fee Owner,"$320,364 ","$17,079 ",$0 ,$0.00 ,$0.00 ,$0.00 
599 Callahan Throughway,RESIDENTIAL,462,599 Callahan Throughway LAND TR Fee Owner,"$479,346 ","$79,182 ",$0 ,$0.00 ,$0.00 ,$0.00 
4523 Cook Pass Suite 057,COMMERCIAL A,338,4523 Cook Pass Suite 057 LAND TR Fee Owner,"$381,201 ","$46,991 ",$0 ,$0.00 ,$0.00 ,$0.00 
521 Catherine Isle,COMMERCIAL B,845,521 Catherine Isle LAND TR Fee Owner,"$339,289 ","$54,610 ",$0 ,$0.00 ,$0.00 ,$0.00 
5755 Chambers Haven Apt. 521,RESIDENTIAL,932,5755 Chambers Haven Apt. 521 LAND TR Fee Owner,"$530,430 ","$75,237 ",$0 ,$0.00 ,$0.00 ,$0.00 
92855 Brian Branch,RESIDENTIAL,951,92855 Brian Branch LAND TR Fee Owner,"$749,110 ","$70,745 ",$0 ,$0.00 ,$0.00 ,$0.00 
154 Elliott Park Apt. 106,COMMERCIAL B,838,154 Elliott Park Apt. 106 LAND TR Fee Owner,"$975,592 ","$23,251 ",$0 ,$0.00 ,$0.00 ,$0.00 
13153 Katie Islands Suite 912,RESIDENTIAL,104,13153 Katie Islands Suite 912 LAND TR Fee Owner,"$609,370 ","$19,307 ",$0 ,$0.00 ,$0.00 ,$0.00 
489 Tara Mall Suite 547,COMMERCIAL A,460,489 Tara Mall Suite 547 LAND TR Fee Owner,"$405,825 ","$92,788 ",$0 ,$0.00 ,$0.00 ,$0.00 
487 Jones Stream,RESIDENTIAL,784,487 Jones Stream LAND TR Fee Owner,"$295,001 ","$93,815 ",$0 ,$0.00 ,$0.00 ,$0.00 
364 Tanner Path Apt. 142,COMMERCIAL B,299,364 Tanner Path Apt. 142 LAND TR Fee Owner,"$487,817 ","$56,561 ",$0 ,$0.00 ,$0.00 ,$0.00 
5793 Melanie Lane Suite 321,COMMERCIAL B,176,5793 Melanie Lane Suite 321 LAND TR Fee Owner,"$594,133 ","$79,820 ",$0 ,$0.00 ,$0.00 ,$0.00 
67549 Long Loaf,RESIDENTIAL,973,67549 Long Loaf LAND TR Fee Owner,"$625,459 ","$47,417 ",$0 ,$0.00 ,$0.00 ,$0.00 
3119 Black Extensions,COMMERCIAL B,196,3119 Black Extensions LAND TR Fee Owner,"$461,306 ","$30,497 ",$0 ,$0.00 ,$0.00 ,$0.00 
078 Romero Centers Suite 846,COMMERCIAL A,597,078 Romero Centers Suite 846 LAND TR Fee Owner,"$582,168 ","$30,616 ",$0 ,$0.00 ,$0.00 ,$0.00 
4440 Gill Run Apt. 741,RESIDENTIAL,462,4440 Gill Run Apt. 741 LAND TR Fee Owner,"$454,960 ","$10,250 ",$0 ,$0.00 ,$0.00 ,$0.00 
51863 Marc Mill Apt. 247,COMMERCIAL A,568,51863 Marc Mill Apt. 247 LAND TR Fee Owner,"$165,399 ","$11,674 ",$0 ,$0.00 ,$0.00 ,$0.00 
60605 Wilson Lane,COMMERCIAL A,379,60605 Wilson Lane LAND TR Fee Owner,"$886,681 ","$86,575 ",$0 ,$0.00 ,$0.00 ,$0.00 
25634 Brown Extension,COMMERCIAL A,748,25634 Brown Extension LAND TR Fee Owner,"$923,894 ","$30,797 ",$0 ,$0.00 ,$0.00 ,$0.00 
181 Ashley Islands,RESIDENTIAL,777,181 Ashley Islands LAND TR Fee Owner,"$706,825 ","$76,402 ",$0 ,$0.00 ,$0.00 ,$0.00 
13035 Emma Isle,RESIDENTIAL,926,13035 Emma Isle LAND TR Fee Owner,"$778,551 ","$69,387 ",$0 ,$0.00 ,$0.00 ,$0.00 
342 Allen Parkways,COMMERCIAL B,307,342 Allen Parkways LAND TR Fee Owner,"$494,777 ","$55,543 ",$0 ,$0.00 ,$0.00 ,$0.00 
02740 Anderson Bypass,COMMERCIAL A,999,02740 Anderson Bypass LAND TR Fee Owner,"$559,584 ","$18,510 ",$0 ,$0.00 ,$0.00 ,$0.00 
7870 Caleb Centers Apt. 600,COMMERCIAL B,610,7870 Caleb Centers Apt. 600 LAND TR Fee Owner,"$500,146 ","$22,610 ",$0 ,$0.00 ,$0.00 ,$0.00 
84293 Zimmerman Roads Apt. 376,RESIDENTIAL,365,84293 Zimmerman Roads Apt. 376 LAND TR Fee Owner,"$519,751 ","$39,119 ",$0 ,$0.00 ,$0.00 ,$0.00 
81026 Jonathan Meadows,COMMERCIAL A,693,81026 Jonathan Meadows LAND TR Fee Owner,"$701,535 ","$32,610 ",$0 ,$0.00 ,$0.00 ,$0.00 
0762 Dana Valley Suite 307,COMMERCIAL A,807,0762 Dana Valley Suite 307 LAND TR Fee Owner,"$234,767 ","$60,319 ",$0 ,$0.00 ,$0.00 ,$0.00 
66919 Julia Track Apt. 421,COMMERCIAL B,444,66919 Julia Track Apt. 421 LAND TR Fee Owner,"$867,021 ","$11,011 ",$0 ,$0.00 ,$0.00 ,$0.00 
218 Rhonda Forges Suite 700,RESIDENTIAL,124,218 Rhonda Forges Suite 700 LAND TR Fee Owner,"$924,988 ","$87,589 ",$0 ,$0.00 ,$0.00 ,$0.00 
07998 Kaylee Meadow Suite 811,COMMERCIAL B,788,07998 Kaylee Meadow Suite 811 LAND TR Fee Owner,"$204,806 ","$38,046 ",$0 ,$0.00 ,$0.00 ,$0.00 
5329 Yvette Fall Suite 548,COMMERCIAL A,669,5329 Yvette Fall Suite 548 LAND TR Fee Owner,"$544,298 ","$61,682 ",$0 ,$0.00 ,$0.00 ,$0.00 
5688 Jones Roads Suite 394,COMMERCIAL A,669,5688 Jones Roads Suite 394 LAND TR Fee Owner,"$713,054 ","$43,505 ",$0 ,$0.00 ,$0.00 ,$0.00 
57810 Christopher Divide,COMMERCIAL A,728,57810 Christopher Divide LAND TR Fee Owner,"$730,374 ","$83,034 ",$0 ,$0.00 ,$0.00 ,$0.00 
31993 Anna Mountains,COMMERCIAL B,988,31993 Anna Mountains LAND TR Fee Owner,"$543,304 ","$57,030 ",$0 ,$0.00 ,$0.00 ,$0.00 
9437 Taylor Roads,COMMERCIAL A,602,9437 Taylor Roads LAND TR Fee Owner,"$894,903 ","$74,082 ",$0 ,$0.00 ,$0.00 ,$0.00 
4583 Ruben Plains Suite 404,COMMERCIAL A,503,4583 Ruben Plains Suite 404 LAND TR Fee Owner,"$487,330 ","$45,478 ",$0 ,$0.00 ,$0.00 ,$0.00 
89864 Jennifer Pike,RESIDENTIAL,529,89864 Jennifer Pike LAND TR Fee Owner,"$187,504 ","$93,416 ",$0 ,$0.00 ,$0.00 ,$0.00 
0990 Karen Hollow,COMMERCIAL A,490,0990 Karen Hollow LAND TR Fee Owner,"$764,499 ","$91,666 ",$0 ,$0.00 ,$0.00 ,$0.00 
47440 Matthew Oval Apt. 131,RESIDENTIAL,458,47440 Matthew Oval Apt. 131 LAND TR Fee Owner,"$841,018 ","$13,872 ",$0 ,$0.00 ,$0.00 ,$0.00 
93787 David Pine Suite 011,COMMERCIAL B,792,93787 David Pine Suite 011 LAND TR Fee Owner,"$639,483 ","$86,750 ",$0 ,$0.00 ,$0.00 ,$0.00 
5716 Curtis Pines Suite 097,RESIDENTIAL,250,5716 Curtis Pines Suite 097 LAND TR Fee Owner,"$988,689 ","$49,528 ",$0 ,$0.00 ,$0.00 ,$0.00 
485 Brown Mews,COMMERCIAL A,625,485 Brown Mews LAND TR Fee Owner,"$441,110 ","$33,261 ",$0 ,$0.00 ,$0.00 ,$0.00 
229 Andrea Stravenue Suite 216,COMMERCIAL B,426,229 Andrea Stravenue Suite 216 LAND TR Fee Owner,"$313,824 ","$77,220 ",$0 ,$0.00 ,$0.00 ,$0.00 
629 Frank Landing Apt. 373,RESIDENTIAL,911,629 Frank Landing Apt. 373 LAND TR Fee Owner,"$912,733 ","$31,496 ",$0 ,$0.00 ,$0.00 ,$0.00 
533 Fisher Road Apt. 894,RESIDENTIAL,696,533 Fisher Road Apt. 894 LAND TR Fee Owner,"$754,816 ","$70,589 ",$0 ,$0.00 ,$0.00 ,$0.00 
52868 Jacqueline Centers,COMMERCIAL A,289,52868 Jacqueline Centers LAND TR Fee Owner,"$783,520 ","$75,400 ",$0 ,$0.00 ,$0.00 ,$0.00 
380 Michael Glen Apt. 228,COMMERCIAL A,581,380 Michael Glen Apt. 228 LAND TR Fee Owner,"$401,788 ","$12,200 ",$0 ,$0.00 ,$0.00 ,$0.00 
10331 Willis Crossroad,COMMERCIAL A,977,10331 Willis Crossroad LAND TR Fee Owner,"$118,276 ","$27,127 ",$0 ,$0.00 ,$0.00 ,$0.00 
863 Nelson Oval,COMMERCIAL B,999,863 Nelson Oval LAND TR Fee Owner,"$319,371 ","$67,093 ",$0 ,$0.00 ,$0.00 ,$0.00 
9804 Johnston Junction Apt. 319,COMMERCIAL A,821,9804 Johnston Junction Apt. 319 LAND TR Fee Owner,"$294,414 ","$76,383 ",$0 ,$0.00 ,$0.00 ,$0.00 
5884 Johnson Cove Apt. 009,RESIDENTIAL,876,5884 Johnson Cove Apt. 009 LAND TR Fee Owner,"$210,477 ","$90,968 ",$0 ,$0.00 ,$0.00 ,$0.00 
1154 Clark Stream Suite 921,COMMERCIAL A,668,1154 Clark Stream Suite 921 LAND TR Fee Owner,"$182,757 ","$85,251 ",$0 ,$0.00 ,$0.00 ,$0.00 
31072 White Club,COMMERCIAL A,586,31072 White Club LAND TR Fee Owner,"$144,328 ","$94,225 ",$0 ,$0.00 ,$0.00 ,$0.00 
2037 Jennifer Prairie,COMMERCIAL A,489,2037 Jennifer Prairie LAND TR Fee Owner,"$244,163 ","$33,550 ",$0 ,$0.00 ,$0.00 ,$0.00 
0056 Kenneth Ways,COMMERCIAL B,619,0056 Kenneth Ways LAND TR Fee Owner,"$854,763 ","$12,782 ",$0 ,$0.00 ,$0.00 ,$0.00 
8670 Hughes Centers Apt. 798,RESIDENTIAL,342,8670 Hughes Centers Apt. 798 LAND TR Fee Owner,"$593,449 ","$82,796 ",$0 ,$0.00 ,$0.00 ,$0.00 
533 Adams Points Suite 316,COMMERCIAL A,628,533 Adams Points Suite 316 LAND TR Fee Owner,"$126,820 ","$96,699 ",$0 ,$0.00 ,$0.00 ,$0.00 
9607 Megan Ville Apt. 638,COMMERCIAL A,117,9607 Megan Ville Apt. 638 LAND TR Fee Owner,"$851,763 ","$57,327 ",$0 ,$0.00 ,$0.00 ,$0.00 
99603 Michael Mission,RESIDENTIAL,979,99603 Michael Mission LAND TR Fee Owner,"$272,199 ","$97,355 ",$0 ,$0.00 ,$0.00 ,$0.00 
5968 Robinson Spurs Suite 946,RESIDENTIAL,235,5968 Robinson Spurs Suite 946 LAND TR Fee Owner,"$853,766 ","$19,915 ",$0 ,$0.00 ,$0.00 ,$0.00 
754 Ferrell Summit,COMMERCIAL A,504,754 Ferrell Summit LAND TR Fee Owner,"$185,165 ","$31,268 ",$0 ,$0.00 ,$0.00 ,$0.00 
226 Rodriguez Highway,COMMERCIAL B,628,226 Rodriguez Highway LAND TR Fee Owner,"$699,807 ","$83,763 ",$0 ,$0.00 ,$0.00 ,$0.00 
830 Angela Club,COMMERCIAL A,775,830 Angela Club LAND TR Fee Owner,"$116,505 ","$21,846 ",$0 ,$0.00 ,$0.00 ,$0.00 
502 Edwards Junctions Suite 136,RESIDENTIAL,812,502 Edwards Junctions Suite 136 LAND TR Fee Owner,"$346,978 ","$12,444 ",$0 ,$0.00 ,$0.00 ,$0.00 
0593 Robert Green,RESIDENTIAL,989,0593 Robert Green LAND TR Fee Owner,"$377,234 ","$13,888 ",$0 ,$0.00 ,$0.00 ,$0.00 
0790 Daniel Place,COMMERCIAL B,835,0790 Daniel Place LAND TR Fee Owner,"$260,079 ","$79,403 ",$0 ,$0.00 ,$0.00 ,$0.00 
50195 Short Orchard Apt. 312,RESIDENTIAL,605,50195 Short Orchard Apt. 312 LAND TR Fee Owner,"$302,480 ","$86,485 ",$0 ,$0.00 ,$0.00 ,$0.00 
41342 Vickie Spurs,COMMERCIAL A,652,41342 Vickie Spurs LAND TR Fee Owner,"$209,667 ","$40,738 ",$0 ,$0.00 ,$0.00 ,$0.00 
801 Mcgee Branch Apt. 480,COMMERCIAL A,500,801 Mcgee Branch Apt. 480 LAND TR Fee Owner,"$171,577 ","$80,087 ",$0 ,$0.00 ,$0.00 ,$0.00 
8981 Matthew Curve Apt. 496,COMMERCIAL B,337,8981 Matthew Curve Apt. 496 LAND TR Fee Owner,"$239,062 ","$34,057 ",$0 ,$0.00 ,$0.00 ,$0.00 
7140 David Mountains,RESIDENTIAL,895,7140 David Mountains LAND TR Fee Owner,"$173,553 ","$60,031 ",$0 ,$0.00 ,$0.00 ,$0.00 
00326 Angela Divide Apt. 657,COMMERCIAL B,991,00326 Angela Divide Apt. 657 LAND TR Fee Owner,"$530,104 ","$33,778 ",$0 ,$0.00 ,$0.00 ,$0.00 
2662 Petty Garden,COMMERCIAL A,272,2662 Petty Garden LAND TR Fee Owner,"$177,814 ","$35,796 ",$0 ,$0.00 ,$0.00 ,$0.00 
96906 Smith Canyon,COMMERCIAL B,507,96906 Smith Canyon LAND TR Fee Owner,"$409,508 ","$90,077 ",$0 ,$0.00 ,$0.00 ,$0.00 
2970 Lawrence Row,COMMERCIAL B,319,2970 Lawrence Row LAND TR Fee Owner,"$212,042 ","$67,859 ",$0 ,$0.00 ,$0.00 ,$0.00 
83144 Flores Tunnel,COMMERCIAL B,309,83144 Flores Tunnel LAND TR Fee Owner,"$191,693 ","$40,859 ",$0 ,$0.00 ,$0.00 ,$0.00 
3962 Christopher Drive,RESIDENTIAL,767,3962 Christopher Drive LAND TR Fee Owner,"$911,694 ","$47,729 ",$0 ,$0.00 ,$0.00 ,$0.00 
2271 Brian Hollow,RESIDENTIAL,657,2271 Brian Hollow LAND TR Fee Owner,"$257,469 ","$85,943 ",$0 ,$0.00 ,$0.00 ,$0.00 
8979 Amanda Crossroad Suite 814,RESIDENTIAL,829,8979 Amanda Crossroad Suite 814 LAND TR Fee Owner,"$749,279 ","$54,797 ",$0 ,$0.00 ,$0.00 ,$0.00 
560 Logan Avenue,RESIDENTIAL,636,560 Logan Avenue LAND TR Fee Owner,"$189,457 ","$75,816 ",$0 ,$0.00 ,$0.00 ,$0.00 
56161 Dixon Junction,COMMERCIAL B,826,56161 Dixon Junction LAND TR Fee Owner,"$393,842 ","$76,742 ",$0 ,$0.00 ,$0.00 ,$0.00 
3967 Rodriguez Fields Apt. 820,COMMERCIAL B,185,3967 Rodriguez Fields Apt. 820 LAND TR Fee Owner,"$174,324 ","$69,290 ",$0 ,$0.00 ,$0.00 ,$0.00 
239 Jessica Haven Apt. 414,COMMERCIAL B,840,239 Jessica Haven Apt. 414 LAND TR Fee Owner,"$340,927 ","$34,614 ",$0 ,$0.00 ,$0.00 ,$0.00 
7529 Hunt Forest,COMMERCIAL A,740,7529 Hunt Forest LAND TR Fee Owner,"$298,149 ","$61,602 ",$0 ,$0.00 ,$0.00 ,$0.00 
173 Mcdonald Oval,COMMERCIAL A,494,173 Mcdonald Oval LAND TR Fee Owner,"$469,235 ","$46,751 ",$0 ,$0.00 ,$0.00 ,$0.00 
2844 Rowe Dale Apt. 821,COMMERCIAL B,956,2844 Rowe Dale Apt. 821 LAND TR Fee Owner,"$226,685 ","$75,123 ",$0 ,$0.00 ,$0.00 ,$0.00 
212 Robinson Ferry,COMMERCIAL A,961,212 Robinson Ferry LAND TR Fee Owner,"$356,446 ","$82,252 ",$0 ,$0.00 ,$0.00 ,$0.00 
0604 James Crossing,COMMERCIAL B,236,0604 James Crossing LAND TR Fee Owner,"$200,498 ","$64,956 ",$0 ,$0.00 ,$0.00 ,$0.00 
04948 Stewart Motorway,COMMERCIAL B,667,04948 Stewart Motorway LAND TR Fee Owner,"$918,051 ","$27,520 ",$0 ,$0.00 ,$0.00 ,$0.00 
473 Matthew Islands Suite 493,COMMERCIAL A,602,473 Matthew Islands Suite 493 LAND TR Fee Owner,"$436,471 ","$83,988 ",$0 ,$0.00 ,$0.00 ,$0.00 
5460 Anthony Lights Suite 698,COMMERCIAL B,862,5460 Anthony Lights Suite 698 LAND TR Fee Owner,"$658,127 ","$59,907 ",$0 ,$0.00 ,$0.00 ,$0.00 
28593 Barber Trafficway,RESIDENTIAL,395,28593 Barber Trafficway LAND TR Fee Owner,"$933,630 ","$95,573 ",$0 ,$0.00 ,$0.00 ,$0.00 
65390 Shannon Lake,RESIDENTIAL,237,65390 Shannon Lake LAND TR Fee Owner,"$586,837 ","$47,277 ",$0 ,$0.00 ,$0.00 ,$0.00 
488 Todd Neck Apt. 489,RESIDENTIAL,850,488 Todd Neck Apt. 489 LAND TR Fee Owner,"$704,211 ","$43,953 ",$0 ,$0.00 ,$0.00 ,$0.00 
9069 Fleming Flat Apt. 284,COMMERCIAL B,212,9069 Fleming Flat Apt. 284 LAND TR Fee Owner,"$771,577 ","$39,741 ",$0 ,$0.00 ,$0.00 ,$0.00 
55373 Monique Parkway,COMMERCIAL A,418,55373 Monique Parkway LAND TR Fee Owner,"$897,897 ","$72,035 ",$0 ,$0.00 ,$0.00 ,$0.00 
8727 Sanchez Expressway,RESIDENTIAL,230,8727 Sanchez Expressway LAND TR Fee Owner,"$991,607 ","$72,400 ",$0 ,$0.00 ,$0.00 ,$0.00 
644 Morgan Parks Apt. 561,COMMERCIAL A,305,644 Morgan Parks Apt. 561 LAND TR Fee Owner,"$874,474 ","$66,896 ",$0 ,$0.00 ,$0.00 ,$0.00 
26979 Jordan Mews,COMMERCIAL A,575,26979 Jordan Mews LAND TR Fee Owner,"$576,823 ","$43,161 ",$0 ,$0.00 ,$0.00 ,$0.00 
14269 Debbie Motorway Apt. 219,COMMERCIAL A,901,14269 Debbie Motorway Apt. 219 LAND TR Fee Owner,"$658,317 ","$71,436 ",$0 ,$0.00 ,$0.00 ,$0.00 
97005 Smith Hills Suite 322,COMMERCIAL B,463,97005 Smith Hills Suite 322 LAND TR Fee Owner,"$125,887 ","$24,080 ",$0 ,$0.00 ,$0.00 ,$0.00 
42404 Singh Circles,RESIDENTIAL,447,42404 Singh Circles LAND TR Fee Owner,"$257,743 ","$28,629 ",$0 ,$0.00 ,$0.00 ,$0.00 
65290 Heather Trail Apt. 558,RESIDENTIAL,201,65290 Heather Trail Apt. 558 LAND TR Fee Owner,"$530,146 ","$79,340 ",$0 ,$0.00 ,$0.00 ,$0.00 
63896 Buckley Circle,COMMERCIAL B,119,63896 Buckley Circle LAND TR Fee Owner,"$799,440 ","$45,163 ",$0 ,$0.00 ,$0.00 ,$0.00 
19341 Eric Brook Suite 138,RESIDENTIAL,205,19341 Eric Brook Suite 138 LAND TR Fee Owner,"$476,034 ","$91,387 ",$0 ,$0.00 ,$0.00 ,$0.00 
18428 Harris Plains Apt. 061,COMMERCIAL A,489,18428 Harris Plains Apt. 061 LAND TR Fee Owner,"$948,215 ","$66,587 ",$0 ,$0.00 ,$0.00 ,$0.00 
1420 James Mount Suite 209,COMMERCIAL A,505,1420 James Mount Suite 209 LAND TR Fee Owner,"$959,470 ","$36,751 ",$0 ,$0.00 ,$0.00 ,$0.00 
757 Ortiz Isle Apt. 712,COMMERCIAL A,322,757 Ortiz Isle Apt. 712 LAND TR Fee Owner,"$824,152 ","$84,083 ",$0 ,$0.00 ,$0.00 ,$0.00 
1690 Rebecca Turnpike Apt. 975,RESIDENTIAL,891,1690 Rebecca Turnpike Apt. 975 LAND TR Fee Owner,"$726,910 ","$67,176 ",$0 ,$0.00 ,$0.00 ,$0.00 
6592 Morales Falls,COMMERCIAL A,741,6592 Morales Falls LAND TR Fee Owner,"$753,058 ","$56,856 ",$0 ,$0.00 ,$0.00 ,$0.00 
341 Cunningham Drive Apt. 590,COMMERCIAL B,574,341 Cunningham Drive Apt. 590 LAND TR Fee Owner,"$443,343 ","$15,086 ",$0 ,$0.00 ,$0.00 ,$0.00 
55883 Jeremy Coves Suite 760,RESIDENTIAL,305,55883 Jeremy Coves Suite 760 LAND TR Fee Owner,"$220,057 ","$94,829 ",$0 ,$0.00 ,$0.00 ,$0.00 
022 Harrington Ridges Apt. 881,RESIDENTIAL,898,022 Harrington Ridges Apt. 881 LAND TR Fee Owner,"$503,572 ","$57,288 ",$0 ,$0.00 ,$0.00 ,$0.00 
62044 Chavez Greens Apt. 634,RESIDENTIAL,537,62044 Chavez Greens Apt. 634 LAND TR Fee Owner,"$833,036 ","$70,190 ",$0 ,$0.00 ,$0.00 ,$0.00 
165 Benjamin Knolls Apt. 656,COMMERCIAL A,141,165 Benjamin Knolls Apt. 656 LAND TR Fee Owner,"$629,965 ","$79,808 ",$0 ,$0.00 ,$0.00 ,$0.00 
1881 Brown Streets,RESIDENTIAL,998,1881 Brown Streets LAND TR Fee Owner,"$312,098 ","$21,359 ",$0 ,$0.00 ,$0.00 ,$0.00 
4562 Erin Cliffs Apt. 753,COMMERCIAL A,621,4562 Erin Cliffs Apt. 753 LAND TR Fee Owner,"$154,011 ","$48,721 ",$0 ,$0.00 ,$0.00 ,$0.00 
171 Adams Lock,COMMERCIAL A,977,171 Adams Lock LAND TR Fee Owner,"$390,476 ","$89,311 ",$0 ,$0.00 ,$0.00 ,$0.00 
485 Melanie Run,COMMERCIAL A,888,485 Melanie Run LAND TR Fee Owner,"$780,270 ","$13,655 ",$0 ,$0.00 ,$0.00 ,$0.00 
03347 Jesse Fall,RESIDENTIAL,213,03347 Jesse Fall LAND TR Fee Owner,"$159,406 ","$72,291 ",$0 ,$0.00 ,$0.00 ,$0.00 
35880 Rogers Loaf Suite 211,COMMERCIAL B,341,35880 Rogers Loaf Suite 211 LAND TR Fee Owner,"$245,712 ","$83,742 ",$0 ,$0.00 ,$0.00 ,$0.00 
7389 Mike Viaduct Apt. 243,COMMERCIAL A,804,7389 Mike Viaduct Apt. 243 LAND TR Fee Owner,"$463,262 ","$61,564 ",$0 ,$0.00 ,$0.00 ,$0.00 
44435 Valenzuela Mountain Suite 872,COMMERCIAL B,582,44435 Valenzuela Mountain Suite 872 LAND TR Fee Owner,"$499,354 ","$21,073 ",$0 ,$0.00 ,$0.00 ,$0.00 
87520 William Islands Apt. 024,RESIDENTIAL,172,87520 William Islands Apt. 024 LAND TR Fee Owner,"$332,636 ","$13,544 ",$0 ,$0.00 ,$0.00 ,$0.00 
1222 Leslie Ways,COMMERCIAL B,552,1222 Leslie Ways LAND TR Fee Owner,"$625,678 ","$88,999 ",$0 ,$0.00 ,$0.00 ,$0.00 
6014 Lindsey Springs Apt. 150,RESIDENTIAL,360,6014 Lindsey Springs Apt. 150 LAND TR Fee Owner,"$698,219 ","$41,526 ",$0 ,$0.00 ,$0.00 ,$0.00 
515 Christopher Canyon,RESIDENTIAL,326,515 Christopher Canyon LAND TR Fee Owner,"$167,285 ","$46,512 ",$0 ,$0.00 ,$0.00 ,$0.00 
759 Diana Wall,COMMERCIAL A,161,759 Diana Wall LAND TR Fee Owner,"$747,733 ","$95,984 ",$0 ,$0.00 ,$0.00 ,$0.00 
3463 Robbins Underpass,COMMERCIAL A,918,3463 Robbins Underpass LAND TR Fee Owner,"$372,074 ","$75,801 ",$0 ,$0.00 ,$0.00 ,$0.00 
585 Bradley Dam Suite 845,COMMERCIAL A,362,585 Bradley Dam Suite 845 LAND TR Fee Owner,"$371,365 ","$80,066 ",$0 ,$0.00 ,$0.00 ,$0.00 
236 David Port,RESIDENTIAL,899,236 David Port LAND TR Fee Owner,"$640,114 ","$71,404 ",$0 ,$0.00 ,$0.00 ,$0.00 
554 Jody Land,RESIDENTIAL,411,554 Jody Land LAND TR Fee Owner,"$537,879 ","$50,997 ",$0 ,$0.00 ,$0.00 ,$0.00 
05719 Shannon Rapid Apt. 672,COMMERCIAL A,596,05719 Shannon Rapid Apt. 672 LAND TR Fee Owner,"$750,799 ","$37,603 ",$0 ,$0.00 ,$0.00 ,$0.00 
47584 Carmen Brooks,COMMERCIAL B,369,47584 Carmen Brooks LAND TR Fee Owner,"$420,412 ","$36,487 ",$0 ,$0.00 ,$0.00 ,$0.00 
25301 Amy Vista Suite 634,COMMERCIAL B,530,25301 Amy Vista Suite 634 LAND TR Fee Owner,"$686,799 ","$71,416 ",$0 ,$0.00 ,$0.00 ,$0.00 
6939 Nathan Curve Suite 356,RESIDENTIAL,470,6939 Nathan Curve Suite 356 LAND TR Fee Owner,"$629,746 ","$77,989 ",$0 ,$0.00 ,$0.00 ,$0.00 
3614 Jennifer Street,RESIDENTIAL,175,3614 Jennifer Street LAND TR Fee Owner,"$850,096 ","$22,541 ",$0 ,$0.00 ,$0.00 ,$0.00 
08904 Morales Points,COMMERCIAL B,332,08904 Morales Points LAND TR Fee Owner,"$889,273 ","$97,622 ",$0 ,$0.00 ,$0.00 ,$0.00 
35579 Lopez Plains Suite 527,COMMERCIAL A,139,35579 Lopez Plains Suite 527 LAND TR Fee Owner,"$925,546 ","$97,471 ",$0 ,$0.00 ,$0.00 ,$0.00 
771 Nicole Cliffs Suite 713,RESIDENTIAL,925,771 Nicole Cliffs Suite 713 LAND TR Fee Owner,"$333,546 ","$99,494 ",$0 ,$0.00 ,$0.00 ,$0.00 
69961 Barnes Trail Apt. 709,RESIDENTIAL,129,69961 Barnes Trail Apt. 709 LAND TR Fee Owner,"$270,256 ","$99,828 ",$0 ,$0.00 ,$0.00 ,$0.00 
95075 Fernando Streets,COMMERCIAL A,233,95075 Fernando Streets LAND TR Fee Owner,"$794,871 ","$42,830 ",$0 ,$0.00 ,$0.00 ,$0.00 
